时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,stock_price
2015-06-29 00:00:00,56,111.26,0,-444.16,864.56,0,8.479
2015-06-30 00:00:00,66.48,112.41,576.9,0,0,0,9.099
2015-07-01 00:00:00,58.29,111,0,-705.18,876.68,0,8.39
2015-07-02 00:00:00,52.89,110.29,0,-355.97,788.97,0,8
2015-07-03 00:00:00,44.63,108.97,0,-661.92,747.72,0,7.41
2015-07-06 00:00:00,48.82,109.03,33.94,0,701.96,0,7.409
2015-07-07 00:00:00,46.19,107.52,0,-754.14,680.84,0,6.825
2015-07-08 00:00:00,36.33,105.6,0,-961.96,615.56,0,6.148
2015-07-09 00:00:00,45.06,107.45,922.5,0,0,0,6.763
2015-07-10 00:00:00,52.84,109.47,1014,0,0,0,7.439
2015-07-13 00:00:00,56.75,111.7,1110.59,0,818.71,0,8.183
2015-07-14 00:00:00,53.05,110.66,0,-519.98,1611.98,0,7.89
2015-07-15 00:00:00,47.63,108.11,0,-1272,1471.2,0,7.238
2015-07-16 00:00:00,48.77,109.65,771.17,0,758.83,0,7.585
2015-07-17 00:00:00,54.51,111.68,1012.6,0,812.8,0,8.078
2015-07-20 00:00:00,54.85,111.81,63.89,0,823.91,0,8.106
2015-07-21 00:00:00,55.05,112.4,299.19,0,824.01,0,8.244
2015-07-22 00:00:00,54.72,112.93,264.18,0,832.92,0,8.353
2015-07-23 00:00:00,58.21,114.4,732.04,0,863.06,0,8.65
2015-07-24 00:00:00,55.43,113.41,0,-491.46,865.56,0,8.48
2015-07-27 00:00:00,42.12,109.32,0,-2049.5,814,0,7.732
2015-07-28 00:00:00,41.84,109.16,0,-78.4,0,0,7.701
2015-07-29 00:00:00,46.28,111.66,1251.6,0,0,0,8.119
2015-07-30 00:00:00,42,110.02,0,-823.2,0,0,7.853
2015-07-31 00:00:00,42.05,109.52,0,-245.95,776.95,0,7.767
2015-08-03 00:00:00,42.52,108.02,0,-753.31,742.11,0,7.52
2015-08-04 00:00:00,46.94,111.34,1661.33,0,792.47,0,8.057
2015-08-05 00:00:00,43.92,110.26,0,-542.09,808.49,0,7.89
2015-08-06 00:00:00,42.61,109.92,0,-165.57,787.97,0,7.84
2015-08-07 00:00:00,45.41,111.65,862.11,0,804.49,0,8.112
2015-08-10 00:00:00,52.01,114.72,1536.75,0,854.05,0,8.559
2015-08-11 00:00:00,51.35,114.49,0,-116.66,859.26,0,8.513
2015-08-12 00:00:00,49.47,113.44,0,-526.08,1689.28,0,8.383
2015-08-13 00:00:00,51.68,115.01,786.35,0,850.65,0,8.6
2015-08-14 00:00:00,51.61,115.62,307.33,0,874.87,0,8.677
2015-08-17 00:00:00,51.77,117.59,984.91,0,886.09,0,8.92
2015-08-18 00:00:00,42.37,111.31,0,-3140.32,831.12,0,8.092
2015-08-19 00:00:00,44.63,113.62,1155,0,0,0,8.433
2015-08-20 00:00:00,39.99,110.81,0,-1408.22,827.62,0,8.1
2015-08-21 00:00:00,33.59,107.27,0,-1769.47,788.47,0,7.695
2015-08-24 00:00:00,21.91,100.48,0,-3393.85,693.65,0,6.928
2015-08-25 00:00:00,13.25,94.23,0,-3124.27,624.27,0,6.235
2015-08-26 00:00:00,12.61,94.24,4.6,0,0,0,6.238
2015-08-27 00:00:00,19.31,96.67,1214.4,0,0,0,6.499
2015-08-28 00:00:00,24.39,100.27,1798.86,0,683.84,0,6.869
2015-08-31 00:00:00,25.3,97.68,0,-1292.44,1337.64,0,6.64
2015-09-01 00:00:00,25.13,93.2,0,-2242.27,624.37,0,6.169
2015-09-02 00:00:00,25.27,91.62,0,-789.65,610.75,0,6.022
2015-09-07 00:00:00,20.98,93.12,749.7,0,0,0,6.16
2015-09-08 00:00:00,24.09,96.56,1723.41,0,639.79,0,6.49
2015-09-09 00:00:00,26.51,98.52,977.79,0,657.81,0,6.676
2015-09-10 00:00:00,24.96,96.63,0,-946.72,1321.62,0,6.511
2015-09-11 00:00:00,24.58,97.16,269.09,0,656.81,0,6.559
2015-09-14 00:00:00,22.12,90.89,0,-3138.53,591.73,0,6
2015-09-15 00:00:00,17.32,87.48,0,-1703.91,576.11,0,5.714
2015-09-16 00:00:00,23.16,93.16,2842,0,0,0,6.195
2015-09-17 00:00:00,20.47,91.4,0,-881.97,628.77,0,6.039
2015-09-18 00:00:00,21.01,92.36,477.9,0,0,0,6.12
2015-09-21 00:00:00,23.13,95.53,1584.73,0,630.77,0,6.39
2015-09-22 00:00:00,24.27,95.17,0,-176.99,646.59,0,6.35
2015-09-23 00:00:00,21.44,94,0,-584.18,632.98,0,6.271
2015-09-24 00:00:00,22.26,95.08,538.02,0,632.28,0,6.359
2015-09-25 00:00:00,20.29,92.04,0,-1517.46,618.76,0,6.14
2015-09-28 00:00:00,20.69,94.23,1094.4,0,0,0,6.292
2015-09-29 00:00:00,18.31,93.39,0,-422.4,0,0,6.224
2015-09-30 00:00:00,19.21,93.47,38.4,0,0,0,6.233
2015-10-08 00:00:00,22.69,96.76,1649.41,0,645.69,0,6.484
2015-10-09 00:00:00,24.31,97.74,488.89,0,656.61,0,6.564
2015-10-12 00:00:00,28.32,101.47,1863.86,0,683.74,0,6.849
2015-10-13 00:00:00,28.22,102.29,411.65,0,689.75,0,6.908
2015-10-14 00:00:00,26.77,101.49,0,-400.24,686.04,0,6.85
2015-10-15 00:00:00,29.77,105.01,1759.33,0,705.87,0,7.107
2015-10-16 00:00:00,31.53,106.02,502.92,0,713.98,0,7.18
2015-10-19 00:00:00,31.53,106.6,293.12,0,714.98,0,7.221
2015-10-20 00:00:00,33.15,107.63,511.31,0,723.99,0,7.289
2015-10-21 00:00:00,29.27,101.4,0,-3114.05,2081.55,0,6.869
2015-10-22 00:00:00,31.18,105.08,1839.2,0,0,0,7.111
2015-10-23 00:00:00,32.91,107.96,1442.51,0,726.49,0,7.287
2015-10-26 00:00:00,33.58,107.9,0,-31.49,725.29,0,7.29
2015-10-27 00:00:00,33.72,108.91,505.2,0,732.9,0,7.363
2015-10-28 00:00:00,31.19,105.62,0,-1644.28,1445.98,0,7.151
2015-10-29 00:00:00,31.5,106.89,637.5,0,729.1,0,7.24
2015-10-30 00:00:00,31.53,106.77,0,-62.3,731.1,0,7.233
2015-11-02 00:00:00,29.37,104.33,0,-1221.28,712.88,0,7.081
2015-11-03 00:00:00,28.98,103.76,0,-285.6,0,0,7.049
2015-11-04 00:00:00,35.05,111.52,3882.19,0,744.81,0,7.508
2015-11-05 00:00:00,37.93,111.14,0,-190.92,747.92,0,7.489
2015-11-06 00:00:00,41.18,114.28,1568.76,0,767.34,0,7.673
2015-11-09 00:00:00,42.93,115.82,773.44,0,780.86,0,7.759
2015-11-10 00:00:00,42.66,115.9,37.34,0,778.46,0,7.77
2015-11-11 00:00:00,42.68,118.63,1367.13,0,790.67,0,7.919
2015-11-12 00:00:00,41.25,119.05,210.42,0,795.18,0,7.903
2015-11-13 00:00:00,39.43,116.03,0,-1509.04,1572.34,0,7.772
2015-11-16 00:00:00,40.09,119.68,1823.13,0,792.57,0,7.962
2015-11-17 00:00:00,39.88,117.2,0,-1241.74,1579.54,0,7.87
2015-11-18 00:00:00,38.29,114.89,0,-1152,0,0,7.746
2015-11-19 00:00:00,40.5,119.7,2402.03,0,790.87,0,7.97
2015-11-20 00:00:00,40.47,121.03,665.21,0,803.89,0,8.048
2015-11-23 00:00:00,39.69,119.28,0,-874.09,802.69,0,7.96
2015-11-24 00:00:00,39.71,121.17,942.52,0,798.48,0,8.045
2015-11-25 00:00:00,40.74,123.4,1117.7,0,814,0,8.163
2015-11-26 00:00:00,39.92,121.87,0,-765.5,812.2,0,8.097
2015-11-27 00:00:00,32.38,111.87,0,-4999.6,3101,0,7.575
2015-11-30 00:00:00,32.73,111.72,0,-74.2,0,0,7.596
2015-12-01 00:00:00,33.68,112.78,530,0,0,0,7.645
2015-12-02 00:00:00,38.52,112.85,31.8,0,0,0,7.65
2015-12-03 00:00:00,39.54,115.62,1386.85,0,775.25,0,7.777
2015-12-04 00:00:00,36.87,113.45,0,-1084.3,1541.3,0,7.681
2015-12-07 00:00:00,37.24,116.26,1404.04,0,778.46,0,7.805
2015-12-08 00:00:00,34.84,112.11,0,-2074.28,1526.48,0,7.625
2015-12-09 00:00:00,35.32,110.76,0,-676.13,755.73,0,7.573
2015-12-10 00:00:00,34.84,110.15,0,-305.1,0,0,7.537
2015-12-11 00:00:00,34.28,109.02,0,-565,0,0,7.498
2015-12-14 00:00:00,38.13,112.76,1872.46,0,763.84,0,7.66
2015-12-15 00:00:00,37.5,113.27,251.75,0,773.25,0,7.677
2015-12-16 00:00:00,37.16,114.68,704.75,0,777.25,0,7.739
2015-12-17 00:00:00,39.79,119.87,2596.73,0,793.07,0,7.962
2015-12-18 00:00:00,40.23,118.64,0,-616.18,793.98,0,7.91
2015-12-21 00:00:00,43.88,121.25,1306.42,0,800.68,0,8.01
2015-12-22 00:00:00,44.28,122.93,841.81,0,807.49,0,8.088
2015-12-23 00:00:00,43.9,120.36,0,-1287.29,809.09,0,7.992
2015-12-24 00:00:00,42.52,120.41,24.2,0,0,0,7.99
2015-12-25 00:00:00,42.85,121.25,423.5,0,0,0,8.012
2015-12-28 00:00:00,38.73,116.56,0,-2349.07,791.97,0,7.831
2015-12-29 00:00:00,40.01,118.58,1012.6,0,0,0,7.91
2015-12-30 00:00:00,40.13,120.06,738.92,0,797.88,0,7.98
2015-12-31 00:00:00,38.86,116.66,0,-1697.4,0,0,7.836
2016-01-04 00:00:00,29.11,100.77,0,-7947.6,7188.8,0,7.18
2016-01-05 00:00:00,29.47,98.96,0,-902.28,2102.88,0,7.113
2016-01-06 00:00:00,31.74,103.04,2040,0,0,0,7.267
2016-01-07 00:00:00,22.61,85.34,0,-8851.96,1993.56,0,6.637
2016-01-08 00:00:00,25.11,88.98,1820.9,0,0,0,6.751
2016-01-11 00:00:00,18.82,76.92,0,-6032.6,0,0,6.32
2016-01-12 00:00:00,19.68,76.64,0,-139,0,0,6.309
2016-01-13 00:00:00,17.46,71.15,0,-2742.77,624.67,0,6.123
2016-01-14 00:00:00,19.9,76.89,2870,0,0,0,6.308
2016-01-15 00:00:00,16.07,70.09,0,-3402,0,0,6.091
2016-01-18 00:00:00,16.52,72.53,1218,0,0,0,6.161
2016-01-19 00:00:00,19.96,78.04,2758,0,0,0,6.366
2016-01-20 00:00:00,18.14,76.59,0,-728,0,0,6.305
2016-01-21 00:00:00,14.68,70.51,0,-3038,0,0,6.09
2016-01-22 00:00:00,15.88,72.75,1120,0,0,0,6.161
2016-01-25 00:00:00,16.45,74.04,644,0,0,0,6.216
2016-01-26 00:00:00,9.44,63.31,0,-5362,0,0,5.83
2016-01-27 00:00:00,9.06,59.31,0,-2002,0,0,5.694
2016-01-28 00:00:00,6.21,52.65,0,-3332,0,0,5.452
2016-01-29 00:00:00,9.65,57.99,2674,0,0,0,5.645
2016-02-01 00:00:00,7.97,56.23,0,-882,0,0,5.576
2016-02-02 00:00:00,10.21,61.75,2758,0,0,0,5.774
2016-02-03 00:00:00,9.74,62.59,420,0,0,0,5.807
2016-02-04 00:00:00,11.09,65.3,1358,0,0,0,5.904
2016-02-05 00:00:00,10.31,64.15,0,-574,0,0,5.869
2016-02-15 00:00:00,9.67,64.41,126,0,0,0,5.872
2016-02-16 00:00:00,13.03,71.18,3388,0,0,0,6.113
2016-02-17 00:00:00,14.01,72.86,840,0,0,0,6.173
2016-02-18 00:00:00,13.65,72.02,0,-420,0,0,6.142
2016-02-19 00:00:00,13.57,72.69,336,0,0,0,6.179
2016-02-22 00:00:00,16.08,76.5,1904,0,0,0,6.304
2016-02-23 00:00:00,14.98,75.63,0,-434,0,0,6.273
2016-02-24 00:00:00,15.73,76.47,420,0,0,0,6.3
2016-02-25 00:00:00,8.63,62.08,0,-7196,0,0,5.791
2016-02-26 00:00:00,9.72,63.54,728,0,0,0,5.844
2016-02-29 00:00:00,7.09,53.43,0,-5054,0,0,5.484
2016-03-01 00:00:00,9.07,57.97,2268,0,0,0,5.644
2016-03-02 00:00:00,13.56,66.59,4312,0,0,0,5.949
2016-03-03 00:00:00,13.83,66.45,0,-70,0,0,5.95
2016-03-04 00:00:00,15.15,61.52,0,-2464,0,0,5.773
2016-03-07 00:00:00,15.56,66.09,2282,0,0,0,5.939
2016-03-08 00:00:00,15.66,67.09,504,0,0,0,5.967
2016-03-09 00:00:00,14.33,62.45,0,-2324,0,0,5.805
2016-03-10 00:00:00,12.14,59.53,0,-1456,0,0,5.699
2016-03-11 00:00:00,12.33,59.51,0,-14,0,0,5.695
2016-03-14 00:00:00,14.1,65.58,3038,0,0,0,5.914
2016-03-15 00:00:00,14.44,63.34,0,-1120,0,0,5.834
2016-03-16 00:00:00,15,61.55,0,-896,0,0,5.77
2016-03-17 00:00:00,16.28,66.84,2646,0,0,0,5.96
2016-03-18 00:00:00,18.05,73.48,3318,0,0,0,6.196
2016-03-21 00:00:00,20.94,77.03,1778,0,0,0,6.32
2016-03-22 00:00:00,20.06,76.19,0,-420,0,0,6.293
2016-03-23 00:00:00,20.44,77.87,840,0,0,0,6.356
2016-03-24 00:00:00,18.42,74.32,0,-1778,0,0,6.225
2016-03-25 00:00:00,19.02,76.53,1106,0,0,0,6.309
2016-03-28 00:00:00,17.97,75.05,0,-742,0,0,6.264
2016-03-29 00:00:00,16.69,72.02,0,-1512,0,0,6.144
2016-03-30 00:00:00,19.7,80.28,4130,0,0,0,6.399
2016-03-31 00:00:00,19.77,78.85,0,-714,0,0,6.39
2016-04-01 00:00:00,19.91,78.27,0,-294,0,0,6.362
2016-04-05 00:00:00,21.5,82.38,2058,0,0,0,6.514
2016-04-06 00:00:00,21.24,83.5,560,0,0,0,6.553
2016-04-07 00:00:00,19.44,81.26,0,-1120,0,0,6.473
2016-04-08 00:00:00,18.57,79.61,0,-826,0,0,6.414
2016-04-11 00:00:00,20.22,82.83,1610,0,0,0,6.531
2016-04-12 00:00:00,19.78,81.96,0,-434,0,0,6.497
2016-04-13 00:00:00,21.38,84.85,1442,0,0,0,6.606
2016-04-14 00:00:00,21.92,86.08,616,0,0,0,6.653
2016-04-15 00:00:00,21.78,85.83,0,-126,0,0,6.634
2016-04-18 00:00:00,20.16,82.63,0,-1596,0,0,6.524
2016-04-19 00:00:00,20.52,82.97,168,0,0,0,6.542
2016-04-20 00:00:00,18.39,74.91,0,-4032,0,0,6.251
2016-04-21 00:00:00,17.63,73.51,0,-700,0,0,6.199
2016-04-22 00:00:00,18.16,74.54,518,0,0,0,6.238
2016-04-25 00:00:00,17.68,73.67,0,-434,0,0,6.2
2016-04-26 00:00:00,18.32,75.94,1134,0,0,0,6.282
2016-04-27 00:00:00,17.83,75.05,0,-448,0,0,6.249
2016-04-28 00:00:00,17.63,73.62,0,-714,0,0,6.216
2016-04-29 00:00:00,17.49,73.87,126,0,0,0,6.207
2016-05-03 00:00:00,19.6,79.44,2786,0,0,0,6.408
2016-05-04 00:00:00,19.45,79.44,0,0,0,0,6.409
2016-05-05 00:00:00,19.62,80.7,630,0,0,0,6.451
2016-05-06 00:00:00,16.51,73.59,0,-3556,0,0,6.199
2016-05-09 00:00:00,14.1,67.26,0,-3164,0,0,5.974
2016-05-10 00:00:00,14.23,66.73,0,-266,0,0,5.96
2016-05-11 00:00:00,14.74,66.42,0,-154,0,0,5.951
2016-05-12 00:00:00,15.01,66.48,28,0,0,0,5.939
2016-05-13 00:00:00,14.44,65.92,0,-280,0,0,5.928
2016-05-16 00:00:00,15.2,68.91,1498,0,0,0,6.04
2016-05-17 00:00:00,14.86,68.66,0,-126,0,0,6.02
2016-05-18 00:00:00,14.19,64.01,0,-2324,0,0,5.862
2016-05-19 00:00:00,13.98,64.83,406,0,0,0,5.889
2016-05-20 00:00:00,14.56,67.04,1106,0,0,0,5.969
2016-05-23 00:00:00,14.9,68.86,910,0,0,0,6.032
2016-05-24 00:00:00,14.02,67.29,0,-784,0,0,5.977
2016-05-25 00:00:00,13.86,66.28,0,-504,0,0,5.94
2016-05-26 00:00:00,14.04,67.09,406,0,0,0,5.966
2016-05-27 00:00:00,13.98,67.23,70,0,0,0,5.97
2016-05-30 00:00:00,14.14,66.48,0,-378,0,0,5.947
2016-05-31 00:00:00,17.96,73.81,3668,0,0,0,6.21
2016-06-01 00:00:00,17.63,73.87,28,0,0,0,6.212
2016-06-02 00:00:00,17.87,75.3,714,0,0,0,6.261
2016-06-03 00:00:00,18.7,76.36,532,0,0,0,6.3
2016-06-06 00:00:00,18.31,76.78,210,0,0,0,6.313
2016-06-07 00:00:00,18.24,76.61,0,-84,0,0,6.3
2016-06-08 00:00:00,17.76,76.11,0,-252,0,0,6.29
2016-06-13 00:00:00,14.12,67.63,0,-4242,0,0,5.98
2016-06-14 00:00:00,14.48,68.38,378,0,0,0,6.019
2016-06-15 00:00:00,15.98,73.79,2702,0,0,0,6.211
2016-06-16 00:00:00,15.18,73.11,0,-336,0,0,6.178
2016-06-17 00:00:00,15.76,74.46,672,0,0,0,6.231
2016-06-20 00:00:00,15.85,74.68,112,0,0,0,6.24
2016-06-21 00:00:00,15.61,72.61,0,-1036,0,0,6.16
2016-06-22 00:00:00,16.64,75.89,1638,0,0,0,6.28
2016-06-23 00:00:00,16.02,74.91,0,-490,0,0,6.258
2016-06-24 00:00:00,14.53,72.36,0,-1274,0,0,6.162
2016-06-27 00:00:00,16.14,77.31,2478,0,0,0,6.325
2016-06-28 00:00:00,16.73,78.97,826,0,0,0,6.393
2016-06-29 00:00:00,17.29,78.99,14,0,0,0,6.399
2016-06-30 00:00:00,17.38,79.11,56,0,0,0,6.398
2016-07-01 00:00:00,17.39,78.85,0,-126,0,0,6.388
2016-07-04 00:00:00,19.27,82.41,1778,0,0,0,6.517
2016-07-05 00:00:00,19.37,83.33,462,0,0,0,6.55
2016-07-06 00:00:00,19.72,84.43,546,0,0,0,6.587
2016-07-07 00:00:00,19.47,85.15,364,0,0,0,6.612
2016-07-08 00:00:00,18.81,84.43,0,-364,0,0,6.594
2016-07-11 00:00:00,19.22,84.9,238,0,0,0,6.601
2016-07-12 00:00:00,21.82,87.23,1162,0,0,0,6.692
2016-07-13 00:00:00,22.18,88.54,658,0,0,0,6.735
2016-07-14 00:00:00,21.95,89.19,322,0,0,0,6.755
2016-07-15 00:00:00,21.94,88.74,0,-224,0,0,6.74
2016-07-18 00:00:00,21.41,87.98,0,-378,0,0,6.719
2016-07-19 00:00:00,20.89,87.93,0,-28,0,0,6.715
2016-07-20 00:00:00,20.5,87.62,0,-154,0,0,6.701
2016-07-21 00:00:00,21.05,88.51,448,0,0,0,6.733
2016-07-22 00:00:00,20.03,87.31,0,-602,0,0,6.69
2016-07-25 00:00:00,20.25,87.59,140,0,0,0,6.699
2016-07-26 00:00:00,21.69,90.25,1330,0,0,0,6.795
2016-07-27 00:00:00,19.78,81.85,0,-4200,0,0,6.495
2016-07-28 00:00:00,19.88,82.72,434,0,0,0,6.525
2016-07-29 00:00:00,19.24,81.43,0,-644,0,0,6.483
2016-08-01 00:00:00,18.23,78.71,0,-1358,0,0,6.384
2016-08-02 00:00:00,18.69,80.45,868,0,0,0,6.447
2016-08-03 00:00:00,18.86,81.07,308,0,0,0,6.47
2016-08-04 00:00:00,19.15,82.16,546,0,0,0,6.504
2016-08-05 00:00:00,19.29,81.57,0,-294,0,0,6.483
2016-08-08 00:00:00,20.37,84.09,1260,0,0,0,6.574
2016-08-09 00:00:00,21.22,85.94,924,0,0,0,6.637
2016-08-10 00:00:00,20.71,85.01,0,-462,0,0,6.6
2016-08-11 00:00:00,20.34,81.96,0,-1526,0,0,6.498
2016-08-12 00:00:00,22.6,84.54,1288,0,0,0,6.589
2016-08-15 00:00:00,26.3,88.37,1918,0,0,0,6.728
2016-08-16 00:00:00,25.73,89.24,434,0,0,0,6.756
2016-08-17 00:00:00,25.54,89.69,224,0,0,0,6.775
2016-08-18 00:00:00,25.22,89.75,28,0,0,0,6.77
2016-08-19 00:00:00,25.24,89.77,14,0,0,0,6.783
2016-08-22 00:00:00,24.19,87.67,0,-1050,0,0,6.705
2016-08-23 00:00:00,24.38,88.12,224,0,0,0,6.715
2016-08-24 00:00:00,23.93,88.23,56,0,0,0,6.724
2016-08-25 00:00:00,23.15,86.97,0,-630,0,0,6.679
2016-08-26 00:00:00,23.08,87.9,462,0,0,0,6.709
2016-08-29 00:00:00,23.11,88.23,168,0,0,0,6.724
2016-08-30 00:00:00,23.27,88.12,0,-56,0,0,6.714
2016-08-31 00:00:00,23.85,88.43,154,0,0,0,6.729
2016-09-01 00:00:00,22.88,86.67,0,-882,0,0,6.664
2016-09-02 00:00:00,23.34,85.77,0,-448,0,0,6.638
2016-09-05 00:00:00,23.55,87.09,658,0,0,0,6.683
2016-09-06 00:00:00,24.41,90.45,1680,0,0,0,6.802
2016-09-07 00:00:00,24.34,90,0,-224,0,0,6.788
2016-09-08 00:00:00,24.29,91.06,532,0,0,0,6.823
2016-09-09 00:00:00,23.49,89.21,0,-924,0,0,6.758
2016-09-12 00:00:00,21.43,84.03,0,-2590,0,0,6.575
